                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.47844,                0.85426,                0.38521,                0.93064,                0.92817,                0.67782,                0.79225,                0.69289,                0.92557,                 0.6699,                 0.7809,                0.65454,                0.45424,                 0.8425,                 0.3958,                 1.0298,              0.0006668,              0.0006668,              0.0006668
                    103,                0.48391,                0.89454,                0.38913,                0.92959,                0.90547,                0.69355,                0.79132,                0.69178,                0.92374,                0.66876,                0.78062,                0.65129,                0.45913,                0.86243,                0.39802,                 1.0303,              0.0006536,              0.0006536,              0.0006536
                    104,                0.48369,                0.91689,                0.38737,                0.93313,                0.91582,                0.68814,                0.79128,                0.69326,                0.91033,                0.68299,                0.78496,                0.65147,                0.45762,                0.87213,                 0.3927,                 1.0306,              0.0006404,              0.0006404,              0.0006404
                    105,                0.47827,                0.90443,                0.38527,                0.92892,                0.90414,                0.69907,                0.79302,                0.69441,                0.89751,                0.69394,                0.78609,                0.65595,                0.46113,                0.84194,                0.39191,                 1.0342,              0.0006272,              0.0006272,              0.0006272
                    106,                0.48444,                 0.8962,                0.38969,                0.92805,                0.91649,                0.68073,                0.79342,                0.69715,                0.92554,                0.66192,                0.78563,                0.65717,                0.45319,                 0.8631,                0.40218,                 1.0309,               0.000614,               0.000614,               0.000614
                    107,                0.47416,                0.89123,                0.37895,                0.92845,                0.91466,                0.68434,                0.79091,                0.69362,                 0.9193,                0.66896,                0.78059,                 0.6531,                0.45062,                0.84751,                0.39178,                 1.0285,              0.0006008,              0.0006008,              0.0006008
                    108,                0.47522,                0.89068,                 0.3825,                0.92963,                0.90423,                0.69441,                0.79503,                0.69629,                0.92535,                0.67139,                0.78093,                0.65348,                0.45029,                0.84544,                0.38574,                 1.0327,              0.0005876,              0.0005876,              0.0005876
                    109,                0.47533,                 0.8926,                0.38128,                0.92656,                0.90655,                0.69685,                0.79579,                0.69645,                0.90633,                0.68187,                0.78417,                0.65358,                 0.4529,                0.84882,                0.38432,                 1.0313,              0.0005744,              0.0005744,              0.0005744
                    110,                0.47937,                0.87632,                0.37939,                0.93146,                0.89861,                0.69729,                0.79354,                 0.6943,                0.92501,                0.66762,                0.78131,                0.65165,                0.45743,                0.84078,                0.38842,                 1.0382,              0.0005612,              0.0005612,              0.0005612
                    111,                 0.4729,                 0.8899,                0.38504,                0.92831,                0.90379,                  0.687,                0.79125,                0.69422,                0.91855,                0.66869,                  0.782,                0.65132,                0.45694,                0.84596,                0.39427,                 1.0328,               0.000548,               0.000548,               0.000548
                    112,                0.47494,                0.88686,                0.37727,                0.93181,                0.91274,                0.68586,                0.79396,                0.69455,                0.93468,                0.65906,                0.78118,                0.64964,                0.45467,                0.86764,                 0.3894,                 1.0331,              0.0005348,              0.0005348,              0.0005348
                    113,                0.47317,                0.87732,                0.38121,                 0.9276,                0.90794,                0.69726,                 0.7944,                0.69524,                0.92805,                 0.6699,                0.78334,                0.65348,                0.44984,                0.85061,                0.39295,                 1.0275,              0.0005216,              0.0005216,              0.0005216
                    114,                 0.4736,                0.88883,                0.37261,                0.92529,                 0.9018,                0.69633,                0.79453,                 0.6971,                0.92074,                0.67617,                0.78857,                0.65636,                0.44797,                0.83879,                0.39043,                 1.0278,              0.0005084,              0.0005084,              0.0005084
                    115,                0.47076,                0.88046,                0.38021,                0.92852,                0.90432,                0.69515,                0.79347,                0.69508,                0.91386,                0.67743,                 0.7857,                 0.6523,                0.45459,                0.84913,                0.39585,                 1.0307,              0.0004952,              0.0004952,              0.0004952
                    116,                0.46732,                0.89029,                0.37619,                0.92333,                0.89376,                0.70501,                0.79393,                 0.6968,                0.89312,                0.69156,                0.78432,                0.65421,                0.45035,                0.85001,                0.38897,                 1.0278,               0.000482,               0.000482,               0.000482
                    117,                0.46861,                0.83983,                0.37307,                0.92719,                0.91755,                0.69042,                  0.794,                 0.6965,                0.92396,                0.67886,                0.78799,                0.65321,                0.45163,                0.86073,                0.38411,                 1.0302,              0.0004688,              0.0004688,              0.0004688
                    118,                0.47474,                0.86317,                0.37962,                0.93009,                0.91362,                0.69347,                0.79291,                0.69696,                0.91457,                0.67749,                0.78318,                0.65079,                0.44905,                0.85748,                0.38549,                 1.0276,              0.0004556,              0.0004556,              0.0004556
                    119,                0.47212,                0.86373,                0.37634,                0.92826,                0.92209,                0.68829,                0.79527,                  0.697,                0.92866,                0.66876,                0.78352,                0.65197,                0.44773,                0.86111,                0.38941,                  1.026,              0.0004424,              0.0004424,              0.0004424
                    120,                0.47658,                0.88201,                0.37959,                0.92936,                0.92316,                0.68499,                0.79512,                0.69899,                 0.9293,                0.66762,                0.78247,                0.65083,                0.44544,                0.84939,                0.39222,                 1.0234,              0.0004292,              0.0004292,              0.0004292
                    121,                0.46836,                0.84804,                0.36815,                0.92536,                0.92936,                0.68757,                 0.7945,                0.69927,                 0.9271,                0.67275,                0.78342,                 0.6518,                0.44457,                0.86065,                0.39053,                 1.0212,               0.000416,               0.000416,               0.000416
                    122,                0.46527,                0.82626,                0.36952,                 0.9256,                0.90298,                0.70039,                0.79513,                 0.6992,                0.91683,                0.67446,                0.78208,                0.65347,                0.44692,                0.84348,                0.38549,                 1.0225,              0.0004028,              0.0004028,              0.0004028
                    123,                0.46427,                0.85166,                 0.3685,                0.92376,                0.91309,                 0.6927,                0.79199,                 0.6976,                 0.9217,                0.67782,                0.78192,                0.65293,                0.44795,                0.86651,                0.38652,                 1.0243,              0.0003896,              0.0003896,              0.0003896
                    124,                0.45763,                0.87925,                0.36567,                0.92251,                0.90797,                0.69188,                0.79054,                0.69848,                0.93724,                0.66405,                0.78246,                 0.6536,                0.44608,                 0.8459,                0.38617,                 1.0254,              0.0003764,              0.0003764,              0.0003764
                    125,                0.46587,                0.84433,                0.37091,                0.92881,                0.89904,                0.69669,                0.79494,                0.69981,                0.91707,                0.67464,                0.78679,                0.65729,                0.44853,                 0.8377,                0.38294,                 1.0257,              0.0003632,              0.0003632,              0.0003632
                    126,                0.46416,                0.88593,                0.36892,                0.92357,                0.90619,                0.69612,                 0.7945,                0.69968,                0.92474,                0.67252,                 0.7832,                0.65586,                0.44653,                 0.8365,                 0.3855,                 1.0246,                0.00035,                0.00035,                0.00035
                    127,                0.45663,                0.83474,                0.36771,                  0.924,                0.91077,                0.69042,                0.79513,                0.70038,                0.92828,                0.67047,                0.78375,                0.65449,                0.44117,                0.84919,                0.38573,                 1.0216,              0.0003368,              0.0003368,              0.0003368
                    128,                0.46252,                0.82554,                 0.3656,                0.92327,                0.91019,                0.69156,                 0.7964,                0.70233,                0.92229,                0.67669,                0.78242,                0.65554,                0.44352,                0.84087,                0.38312,                 1.0242,              0.0003236,              0.0003236,              0.0003236
                    129,                0.45812,                0.84855,                0.36906,                0.92143,                0.93958,                0.68016,                0.79804,                0.70149,                0.93409,                0.67161,                0.78289,                0.65501,                0.44451,                0.84127,                0.38311,                 1.0277,              0.0003104,              0.0003104,              0.0003104
                    130,                 0.4608,                0.84985,                0.36804,                0.92695,                0.93585,                0.67959,                0.79822,                0.70005,                0.93905,                0.66755,                0.78395,                0.65383,                0.44554,                0.85076,                0.38385,                 1.0277,              0.0002972,              0.0002972,              0.0002972
                    131,                0.45899,                0.84006,                0.35843,                0.91647,                 0.9315,                0.68415,                0.79626,                0.70106,                0.92295,                0.67218,                0.78343,                0.65676,                0.44091,                0.84823,                0.38421,                 1.0243,               0.000284,               0.000284,               0.000284
                    132,                0.46232,                0.86094,                0.36929,                0.92315,                0.93118,                0.68529,                0.79726,                0.70262,                0.92843,                0.67275,                0.78506,                 0.6571,                0.43982,                0.84078,                0.38179,                 1.0241,              0.0002708,              0.0002708,              0.0002708
                    133,                0.45129,                 0.8281,                0.35792,                0.92007,                 0.9301,                0.68529,                0.79784,                0.70096,                0.92876,                0.67161,                0.78387,                0.65707,                0.44254,                0.83365,                0.38275,                  1.025,              0.0002576,              0.0002576,              0.0002576
                    134,                0.45617,                0.84535,                0.36182,                0.92192,                0.92456,                0.69042,                0.79603,                0.69975,                0.92458,                0.67161,                 0.7847,                0.65784,                0.44132,                0.83132,                0.38296,                 1.0253,              0.0002444,              0.0002444,              0.0002444
                    135,                0.45292,                0.82543,                0.35951,                0.92215,                0.93287,                0.68757,                0.79721,                0.70053,                 0.9267,                0.67275,                0.78438,                0.65732,                0.43897,                0.83281,                0.37999,                 1.0248,              0.0002312,              0.0002312,              0.0002312
                    136,                 0.4463,                0.79971,                0.35367,                0.91885,                0.93194,                0.68928,                0.79658,                0.70052,                0.93281,                0.67278,                0.78422,                0.65616,                0.43962,                  0.841,                0.37639,                 1.0248,               0.000218,               0.000218,               0.000218
                    137,                0.45473,                0.81608,                0.35808,                0.91925,                0.91344,                0.69188,                 0.7971,                0.70193,                0.93275,                0.67212,                0.78728,                0.65558,                0.43674,                0.85347,                0.37914,                 1.0239,              0.0002048,              0.0002048,              0.0002048
                    138,                0.45848,                0.82074,                0.36065,                0.92425,                0.91421,                0.69257,                0.79776,                0.70258,                0.92677,                0.67102,                0.78437,                0.65775,                0.43603,                0.85153,                0.37924,                 1.0233,              0.0001916,              0.0001916,              0.0001916
                    139,                0.44979,                0.82075,                0.35351,                0.92015,                0.91889,                0.69327,                0.79681,                0.70163,                0.92362,                 0.6756,                0.78237,                 0.6566,                0.43731,                0.84352,                0.37976,                 1.0235,              0.0001784,              0.0001784,              0.0001784
                    140,                0.45321,                0.83122,                0.35873,                0.92145,                0.92296,                0.68928,                0.79669,                0.70167,                0.92154,                0.67731,                0.78319,                0.65698,                0.43838,                0.83751,                0.37934,                  1.023,              0.0001652,              0.0001652,              0.0001652
                    141,                0.48525,                0.86113,                0.41462,                0.93757,                0.89984,                0.70171,                0.79653,                0.69927,                0.92019,                 0.6699,                0.78245,                0.65618,                0.43941,                0.84482,                0.37909,                 1.0243,               0.000152,               0.000152,               0.000152
                    142,                0.47107,                0.83741,                0.39615,                0.92707,                0.90548,                 0.6991,                0.79544,                0.69941,                0.93481,                0.66705,                0.78444,                 0.6578,                0.43778,                  0.849,                0.38099,                 1.0227,              0.0001388,              0.0001388,              0.0001388
                    143,                0.47597,                0.85758,                0.39678,                0.93328,                0.90531,                0.69612,                0.79694,                0.70174,                0.93303,                0.66648,                0.78348,                 0.6567,                0.43492,                0.85334,                0.37768,                 1.0223,              0.0001256,              0.0001256,              0.0001256
                    144,                0.46944,                0.85248,                0.39521,                0.93217,                 0.9012,                0.70204,                0.79822,                0.70217,                0.93823,                0.66676,                0.78468,                0.65616,                 0.4346,                0.85834,                0.37645,                 1.0233,              0.0001124,              0.0001124,              0.0001124
                    145,                0.46026,                0.81775,                 0.3901,                0.93192,                0.88839,                0.70981,                0.79914,                0.70309,                 0.9245,                0.67218,                0.78569,                0.65847,                 0.4347,                0.84141,                 0.3734,                 1.0243,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                 0.4562,                0.83356,                0.38264,                0.92931,                0.89667,                0.70746,                0.79975,                0.70434,                0.92384,                0.67332,                0.78547,                0.65855,                0.43309,                0.84198,                0.37207,                 1.0233,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.46212,                0.82661,                0.38375,                0.92539,                 0.9034,                0.70068,                0.79952,                0.70431,                0.92542,                0.67204,                0.78494,                0.66005,                0.43168,                0.84704,                0.37187,                 1.0226,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.46718,                0.83901,                0.38471,                0.92895,                0.90266,                0.69786,                0.79868,                0.70378,                0.92726,                0.67275,                0.78465,                0.65719,                0.43164,                0.84969,                 0.3717,                 1.0226,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.45735,                0.83556,                0.38642,                0.92776,                0.90274,                0.69612,                0.79875,                0.70355,                0.92807,                0.66938,                0.78317,                0.65715,                0.43105,                0.84424,                0.37022,                 1.0225,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.45952,                0.81933,                0.38192,                0.92329,                0.92558,                0.68529,                0.79909,                0.70401,                0.92997,                 0.6699,                0.78325,                0.65697,                0.43155,                0.84787,                0.36975,                 1.0227,               3.32e-05,               3.32e-05,               3.32e-05
