                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.52952,                0.97589,                0.47347,                0.95377,                0.89927,                0.68415,                 0.7921,                0.69315,                0.91085,                0.67446,                0.78324,                0.66252,                0.47993,                0.93059,                0.47741,                0.59386,              0.0012344,              0.0012344,              0.0012344
                     60,                0.52953,                0.95719,                0.46992,                0.95404,                0.92013,                0.68306,                0.79618,                0.69146,                0.90842,                0.68073,                0.78286,                0.65786,                 0.4866,                0.95491,                0.46458,                 0.6022,              0.0012212,              0.0012212,              0.0012212
                     61,                0.52662,                0.99097,                0.46919,                0.95254,                0.88206,                0.70353,                0.79719,                0.70178,                0.88041,                0.69671,                0.78289,                0.66627,                 0.4669,                0.91301,                0.46834,                 0.5971,               0.001208,               0.001208,               0.001208
                     62,                0.52311,                0.98753,                0.46388,                0.95191,                0.89945,                0.67788,                0.79033,                0.69131,                0.92232,                0.66078,                0.77878,                0.65669,                0.48512,                0.89129,                0.49514,                0.60219,              0.0011948,              0.0011948,              0.0011948
                     63,                0.51861,                0.95446,                0.46406,                0.95206,                0.91272,                0.66774,                0.79836,                0.69722,                0.93535,                0.65222,                0.78986,                0.66518,                0.47531,                0.88257,                0.46928,                0.59802,              0.0011816,              0.0011816,              0.0011816
                     64,                0.51869,                0.97925,                 0.4631,                0.95214,                0.90194,                0.69222,                0.79695,                0.69655,                 0.9001,                0.68319,                0.79255,                0.66802,                0.46556,                 0.9078,                0.47747,                0.59043,              0.0011684,              0.0011684,              0.0011684
                     65,                0.51781,                0.99066,                0.46085,                 0.9516,                0.86912,                0.69897,                 0.7895,                0.68997,                0.87216,                0.69624,                0.78551,                0.66107,                0.48862,                0.87902,                0.48779,                0.60101,              0.0011552,              0.0011552,              0.0011552
                     66,                0.51272,                0.96917,                0.45516,                0.94548,                0.91234,                0.67845,                0.79671,                0.69726,                0.91164,                0.67161,                0.78479,                0.66164,                0.48475,                0.90486,                 0.4859,                0.60536,               0.001142,               0.001142,               0.001142
                     67,                0.51976,                 0.9429,                0.45856,                0.95119,                0.89094,                 0.7033,                0.80553,                0.70065,                0.88115,                0.69498,                0.78931,                0.66167,                0.46756,                 0.8943,                0.45841,                0.59138,              0.0011288,              0.0011288,              0.0011288
                     68,                0.51356,                0.97768,                0.45213,                0.94892,                0.92761,                0.67215,                0.80007,                0.70109,                0.93707,                0.66222,                0.78574,                0.66154,                0.46724,                0.90201,                0.47823,                0.59415,              0.0011156,              0.0011156,              0.0011156
                     69,                0.50719,                0.97588,                0.44753,                0.94806,                0.90434,                0.68529,                0.79541,                0.70155,                0.90329,                0.68358,                 0.7928,                 0.6634,                0.46807,                0.90972,                0.44079,                0.59486,              0.0011024,              0.0011024,              0.0011024
                     70,                0.51323,                0.94629,                0.45892,                0.94602,                0.91639,                0.68112,                  0.802,                0.70094,                 0.8991,                0.68529,                0.78689,                0.66655,                0.47159,                0.92464,                0.45107,                0.59591,              0.0010892,              0.0010892,              0.0010892
                     71,                0.51348,                0.95204,                0.45439,                0.94862,                0.90039,                 0.6927,                0.80046,                0.69969,                0.88983,                  0.687,                 0.7904,                0.66642,                0.47485,                0.92253,                0.44824,                0.59961,               0.001076,               0.001076,               0.001076
                     72,                0.52017,                0.95331,                0.45585,                0.94923,                0.92566,                0.66933,                0.79469,                0.70069,                0.92329,                0.66762,                0.78519,                0.66529,                0.47083,                  0.875,                 0.4502,                0.59636,              0.0010628,              0.0010628,              0.0010628
                     73,                0.51048,                0.94664,                0.45364,                0.94787,                 0.9059,                0.68985,                0.79939,                0.70283,                0.91152,                0.67788,                0.79133,                0.66692,                0.46338,                0.90077,                0.44147,                0.59373,              0.0010496,              0.0010496,              0.0010496
                     74,                0.50643,                0.96071,                0.45672,                0.94434,                0.93112,                 0.6782,                0.80027,                0.70162,                 0.9305,                0.67167,                0.79099,                 0.6646,                0.45861,                0.88268,                0.44221,                0.58575,              0.0010364,              0.0010364,              0.0010364
                     75,                0.50612,                0.93675,                0.45119,                0.94871,                0.91371,                0.68358,                0.80165,                0.70589,                0.90895,                0.68301,                0.79037,                0.67161,                0.45456,                 0.8572,                0.43485,                0.58365,              0.0010232,              0.0010232,              0.0010232
                     76,                0.50703,                0.94682,                0.44436,                0.94247,                0.90644,                0.68814,                0.80207,                0.70409,                0.90051,                0.67959,                 0.7896,                0.66815,                0.47899,                0.86657,                0.46168,                0.60169,                0.00101,                0.00101,                0.00101
                     77,                0.50359,                0.93718,                0.44962,                0.94107,                0.91266,                0.68985,                0.80464,                0.70532,                0.92408,                0.67446,                0.79374,                0.67094,                0.48209,                0.87816,                0.48135,                0.60896,              0.0009968,              0.0009968,              0.0009968
                     78,                0.49737,                 0.9218,                0.44033,                0.94293,                0.92278,                0.67446,                0.80294,                0.70515,                0.93344,                0.66078,                0.78843,                0.66749,                 0.4639,                 0.8731,                0.46684,                  0.595,              0.0009836,              0.0009836,              0.0009836
                     79,                0.50097,                 0.9388,                0.44472,                0.94291,                0.90627,                0.69726,                0.80897,                0.70486,                0.90567,                0.69669,                0.79859,                0.67282,                0.45694,                0.86543,                0.45027,                0.58989,              0.0009704,              0.0009704,              0.0009704
                     80,                0.49548,                0.93174,                0.43925,                0.93901,                0.91311,                0.70695,                0.81128,                0.70852,                0.90722,                0.70068,                0.80388,                0.67319,                0.46548,                0.84333,                 0.4684,                0.59687,              0.0009572,              0.0009572,              0.0009572
                     81,                0.50308,                0.97267,                0.44672,                 0.9415,                 0.8922,                0.70582,                0.80933,                0.70747,                0.93158,                0.67539,                0.79898,                0.67429,                0.46281,                0.88515,                0.45858,                0.59083,               0.000944,               0.000944,               0.000944
                     82,                0.50412,                0.93865,                0.44143,                0.94087,                0.89449,                0.70353,                0.81117,                0.71115,                0.92116,                0.68472,                0.79814,                0.67571,                0.45852,                0.85022,                0.45422,                0.59189,              0.0009308,              0.0009308,              0.0009308
                     83,                0.49647,                0.93209,                0.43717,                0.93961,                0.89618,                0.69881,                0.80754,                0.70682,                 0.9082,                0.68816,                 0.7992,                0.67457,                0.46072,                0.88276,                0.46847,                 0.5931,              0.0009176,              0.0009176,              0.0009176
                     84,                0.48991,                0.92631,                0.43675,                0.93763,                0.91448,                0.70125,                0.80745,                0.71023,                0.91838,                0.69441,                  0.803,                0.67496,                0.44221,                0.88829,                 0.4561,                 0.5837,              0.0009044,              0.0009044,              0.0009044
                     85,                0.48925,                0.90851,                0.43545,                0.94011,                 0.9294,                0.68814,                0.81196,                0.71308,                0.91785,                0.67959,                 0.7989,                0.67311,                0.45021,                0.84855,                 0.4683,                 0.5892,              0.0008912,              0.0008912,              0.0008912
                     86,                0.48817,                0.94562,                0.43149,                0.93637,                0.89684,                0.69897,                0.80588,                0.71123,                0.92098,                0.67674,                 0.7967,                0.67504,                0.44283,                0.82152,                0.46886,                 0.5823,               0.000878,               0.000878,               0.000878
                     87,                0.48977,                0.90832,                0.43445,                0.94085,                0.89435,                  0.695,                0.80593,                  0.709,                0.89928,                0.68717,                0.79703,                0.67499,                0.43963,                0.82254,                0.45004,                0.58218,              0.0008648,              0.0008648,              0.0008648
                     88,                0.49589,                 0.9322,                0.43777,                0.93774,                0.91643,                0.68775,                0.80445,                0.70639,                0.92157,                0.67902,                0.79862,                0.67041,                0.45126,                0.85022,                0.47426,                0.58776,              0.0008516,              0.0008516,              0.0008516
                     89,                 0.4817,                0.88629,                0.42773,                0.93392,                0.90663,                0.69897,                0.81065,                0.70885,                0.90605,                0.68181,                0.79772,                0.67406,                0.44223,                0.83139,                 0.4221,                0.58567,              0.0008384,              0.0008384,              0.0008384
                     90,                0.48891,                0.90256,                0.43006,                0.93906,                 0.9176,                0.69897,                 0.8121,                 0.7116,                0.91514,                0.69475,                0.80349,                0.67746,                0.44323,                0.82978,                0.42075,                0.58823,              0.0008252,              0.0008252,              0.0008252
                     91,                0.48812,                0.89332,                0.42499,                0.93986,                0.91284,                0.69864,                0.81222,                 0.7113,                0.90839,                0.69441,                0.80032,                0.67561,                0.44298,                0.86857,                0.43375,                0.58248,               0.000812,               0.000812,               0.000812
                     92,                0.48192,                0.90518,                0.43182,                0.93601,                0.88859,                0.70025,                 0.8073,                0.70755,                0.88216,                 0.6914,                0.79492,                0.67087,                0.44582,                0.84906,                 0.4437,                0.58862,              0.0007988,              0.0007988,              0.0007988
                     93,                0.48476,                0.93049,                0.42656,                0.93618,                0.90344,                 0.7041,                0.81411,                0.71438,                0.90295,                0.69491,                0.79936,                0.67339,                0.44467,                0.87201,                0.45381,                0.58827,              0.0007856,              0.0007856,              0.0007856
                     94,                0.48368,                0.88236,                0.42582,                0.93624,                0.90477,                0.69878,                0.80678,                0.71133,                0.91141,                0.68928,                0.79671,                0.67523,                0.44974,                0.83464,                0.46279,                0.59371,              0.0007724,              0.0007724,              0.0007724
                     95,                0.48708,                 0.9195,                0.42606,                0.94104,                0.92157,                0.68329,                0.80852,                0.70923,                0.92756,                0.67161,                0.80037,                0.67647,                0.44141,                0.86165,                0.46748,                0.58735,              0.0007592,              0.0007592,              0.0007592
                     96,                0.47988,                0.89458,                0.42515,                0.93227,                0.91424,                0.69284,                 0.8093,                0.71548,                0.91723,                0.68415,                0.80076,                0.67925,                0.43471,                0.86115,                0.45445,                0.58312,               0.000746,               0.000746,               0.000746
                     97,                0.48278,                0.91347,                0.42378,                0.93499,                0.91217,                0.69555,                0.81116,                0.71317,                0.91296,                0.68586,                0.80111,                0.67821,                0.44754,                0.85686,                0.47188,                0.58394,              0.0007328,              0.0007328,              0.0007328
                     98,                 0.4817,                 0.8816,                0.41793,                0.93564,                0.89118,                0.70468,                0.81156,                0.71357,                0.92862,                 0.6756,                0.80265,                0.67812,                0.43821,                0.85009,                 0.4659,                0.58627,              0.0007196,              0.0007196,              0.0007196
                     99,                0.49295,                0.90559,                0.42777,                0.94083,                0.88375,                0.70644,                0.81177,                0.71347,                0.88157,                0.69384,                0.80143,                0.67845,                0.43583,                0.85601,                0.46676,                 0.5841,              0.0007064,              0.0007064,              0.0007064
                    100,                0.47057,                0.89219,                0.41329,                0.93601,                0.91511,                0.69446,                 0.8125,                0.71568,                0.93734,                0.67389,                0.80338,                0.68023,                0.44542,                0.84998,                0.45643,                0.58928,              0.0006932,              0.0006932,              0.0006932
                    101,                0.48124,                0.86821,                0.41723,                0.93938,                0.90018,                0.70435,                0.80996,                0.71165,                0.90951,                0.69213,                0.80441,                0.67887,                0.44807,                 0.8692,                0.46921,                 0.5915,                0.00068,                0.00068,                0.00068
                    102,                0.47193,                0.87464,                0.41248,                0.93156,                0.90471,                0.70371,                0.81591,                0.71499,                0.90646,                0.68985,                 0.8018,                 0.6804,                0.44444,                0.85464,                 0.4922,                0.58465,              0.0006668,              0.0006668,              0.0006668
                    103,                 0.4767,                0.90174,                0.41728,                 0.9325,                0.90784,                0.70182,                0.81543,                0.71273,                0.90759,                0.69327,                0.80215,                0.67929,                0.46094,                0.86921,                0.47603,                0.59747,              0.0006536,              0.0006536,              0.0006536
                    104,                0.47141,                0.91966,                0.41267,                0.93425,                0.87778,                0.71893,                0.81702,                0.71556,                0.92001,                0.68244,                0.80536,                0.67977,                0.44679,                0.84507,                0.44837,                0.58583,              0.0006404,              0.0006404,              0.0006404
                    105,                0.47297,                 0.8993,                0.41486,                0.92769,                0.89461,                0.70924,                0.81514,                0.71676,                0.89842,                0.69783,                0.80351,                0.68234,                0.44081,                0.82294,                0.45998,                0.58527,              0.0006272,              0.0006272,              0.0006272
                    106,                0.47488,                0.88212,                0.41488,                0.93105,                0.90207,                0.70639,                0.81797,                0.71922,                0.89918,                0.70182,                0.80504,                0.68527,                0.45007,                0.83067,                0.46592,                0.59182,               0.000614,               0.000614,               0.000614
                    107,                0.46788,                0.89273,                0.40262,                0.92859,                0.89275,                0.70696,                0.81496,                0.71315,                0.88291,                0.70639,                0.80162,                0.67915,                0.43066,                0.82812,                0.46742,                0.57954,              0.0006008,              0.0006008,              0.0006008
                    108,                0.46451,                0.87567,                0.40414,                0.93038,                0.91206,                0.68643,                0.81346,                0.71298,                0.90673,                0.67503,                0.79364,                0.67604,                0.42722,                 0.8497,                0.46168,                0.57818,              0.0005876,              0.0005876,              0.0005876
                    109,                 0.4652,                0.88985,                0.40575,                0.92947,                0.88333,                0.71779,                0.81774,                0.71568,                0.88059,                0.71056,                0.80609,                0.68205,                0.43606,                0.84682,                0.44739,                0.58297,              0.0005744,              0.0005744,              0.0005744
                    110,                0.46815,                0.86242,                0.40358,                0.93248,                 0.8763,                0.72696,                0.82126,                0.71792,                0.86527,                0.71494,                0.80508,                0.68291,                0.44431,                0.82123,                0.45598,                0.58891,              0.0005612,              0.0005612,              0.0005612
